趙紀.	Kỷ nhà triệu.
如使越人徼幸以逆執事;厮輿之卒,有一不僃而㱕,雖得越王之首臣猶�之.	Nếu người việt làm liều chống lại quan chấp sự mà trong quân kiếm củi đẩy xe có kẻ nào không về đủ thì dù có chém được đầu của việt vương, thần cũng lấy làm xấu hổ.
陛下已九州爲家,生民皆爲臣妾;夷狄之地,何足以爲一日之間,而煩汗馬之勞乎?	Bệ hạ lấy chín châu làm nhà, sinh dân đều là thần thiếp cả, đất của di địch nào có đủ làm nhàn hạ được một ngày mà phải phiền đến ngựa đổ mồ hôi mệt nhọc?
言王道甚大而遠方𢙇之也.	Ý nói vương đạo rất lớn mà phương xa mến phục.
臣安窃恐,将吏之以十萬之師爲一.	Thần an trộm lo rằng tướng lại đem mười vạn quân đi chỉ làm cái trách nhiệm của một người
使之任也".	Sứ giả mà thôi.
是時,漢兵位踰嶺,閩越王𭛁兵拒險.	" khi ấy quân nhà hán chưa qua đèo, mân việt vương đã phát binh giữ chỗ hiểm để chống cự.
其弟餘善乃𭁈宗族謀曰:"王以擅𭛁兵擊南越不請,故漢𭛁兵來誅.	Em mân việt vương là dư thiện cùng với người trong họ bàn nhau rằng: " vì vương tự tiện đem quân đánh nam việt không xin phép nhà hán, cho nên nhà hán đem quân đến đánh.
漢兵眾強,即幸而勝之,後來益多終滅國而止,不如殺王以謝漢,願罷其兵".	Quân hán nhiều và mạnh, dù may mà mình có đánh được chăng nữa sau họ lại kéo sang nhiều hơn, chung quy nước cũng bị diệt, chi bằng giết vương để tạ lỗi với nhà hán mà xin bãi binh ".
遂殺王郢,使使奉其頭𦤶王恢.	Bèn giết sính, sai sứ đem đầu nộp cho vương khôi.
恢乃以便宜按兵,吿韓安國,而使使奉其頭馳吿.	Khôi liền cho đóng quân lại, bảo cho hàn an quốc, rồi sai sứ mang đầu sính chạy về báo.
漢帝使荘助來諭意于王.	Vua hán sai trang trợ sang tỏ ý cho vua biết.
王頓首曰:"天子爲寡人興兵誅閩越,雖死無以報德".	Vua rập đầu nói: " thiên tử vì quả nhân đem quân giết vua mân việt, quả nhân dù chết cũng không báo đáp được ân đức ấy ".
遣太子󰞿齊入質.	Mới sai thái tử là anh tề sang nhà hán làm con tin.
因謂助曰:"國新被寇,使者行矣,寡人方日夜整装入見天子".	Nhân bảo trợ rằng: " nước tôi mới bị cướp, sứ giả cứ về trước, quả nhân đang ngày đêm sắm sửa hành trang để vào triều kiến thiên tử ".
助遠,群臣咸諫于.	Trợ về rồi, bầy tôi đều can
王曰:"漢兵誅郢欲以警動我越.	Vua rằng: " quân nhà hán giết sính là có ý muốn cảnh cáo nước việt ta.
且先帝有言事漢期無失禮要之,不可以設好語入見,不得復亡國之勢也.	Vả lại tiên đế đã nói thờ nhà hán cốt không thất lễ thì thôi.
[釋義:歐泄歐𭁈嘔同泄,弋制反,亦吐也,臨存以尊適甲曰臨,恤問曰存不頓一㦸頓𭁈鈍通;罷勌勌𭁈倦同;厮輿厮折薪者,輿主駕者,皆賎役之人一日之間,間音閉.	Tóm lại chớ nên tin lời nói khéo, vào chầu vua hán thì không về được nữa, đó là thế mất nước đấy.
説好語説讀曰悅].	" vua bèn nói thác là có bệnh rồi không sang yết kiến nữa.
丁未三年[漢元光元年].	Đinh mùi, năm thứ ba, (hán nguyên quang, năm thứ nhất).
秋,七月,晦,日食.	Mùa thu, tháng bảy, ngày ba mươi, nhật thực.
甲寅,十年[漢元朔二年].	Giáp dần, năm thứ mười, (hán nguyên sóc năm thứ hai).
春,三月,晦,日食.	Mùa xuân, tháng ba, ngày ba mươi, nhật thực.
乙卯,十一年[漢元朔三年].	Ất mão, năm thứ mười một, (hán nguyên sóc năm thứ ba).
王病甚,太子󰞿齊㱕自漢.	Vua ốm nặng, thái tử anh tề ở hán về.
丙辰,十二年[漢元朔四年].	Bính thìn, năm thứ mười hai, (hán nguyên sóc năm thứ bốn).
王薨,謚曰文王.	Vua mất, thuỵ là văn vương.
子󰞿齊立.	Con là anh tề nối ngôi.
史臣吳士連曰:文王交鄰有道,漢朝󰒂之,𦤶爲興兵助擊其讐;又罷納諫,稱疾不朝于漢,遵守家法貽厥孫謀,可謂無沗厥祖矣.	Sử thần ngô sĩ liên nói: văn vương giao thiệp với nước láng giềng phải đạo, nhà hán khen là có nghĩa, đến mức dấy binh đánh giúp kẻ thù; lại biết nghe lời can, thác bệnh không sang chầu nhà hán, giữ phép nhà để mưu cho con cháu, có thể gọi là không xấu hổ với ông nội.
明王.	Minh vương.
在位十二年.	Ở ngôi mười hai năm.
[王不謹夫婦之端,釀國家之乱,無足稱者].	Vua không cẩn thận mối vợ chồng, gây thành loạn cho quốc gia, không có gì đáng khen.
成諱󰞿齊,文王長子也.	Tên huý là anh tề, con trưởng của văn vương.
丁巳,元年[漢元朔五年].	Đinh tỵ, năm thứ nhất, (hán nguyên sóc năm thứ năm).
以吕嘉爲太傅.	Lấy lữ gia làm thái phó.
己未,三年[漢元狩元年].	Kỷ mùi, năm thứ ba, (hán nguyên thú năm thứ nhất).
夏,五月,晦,日食.	Mùa hạ, tháng năm, ngày ba mươi, nhật thực.
壬戌,六年[漢元狩四年].	Nhâm tuất, năm thứ sáu, (hán nguyên thú năm thứ bốn).
春,有星孛于東北.	Mùa xuân, sao chổi mọc ở phía đông bắc.
夏,長星出.	Mùa hạ, sao chổi dài mọc
西方.	Ở phương tây.
乙丑,九年[漢元𣇄元年].	Ất sửu, năm thứ chín, (hán nguyên đỉnh năm thứ nhất).
戊辰,十二年[漢元𣇄四年].	Mậu thìn, năm thứ mười hai, (hán nguyên đỉnh năm thứ bốn).
初,王爲世子,入質於漢在長安,娶邯郸樛氏女,生子興.	Trước kia vua làm thế tử, sang làm con tin cho nhà hán ở trường an, lấy con gái người họ cù ở hàm đan, sinh con tên là hưng.
及即位,乃藏其先帝璽,上書於漢請立樛氏爲后,興爲世子.	Đến khi lên ngôi, giấu ấn của tiên đế đi, dâng thư sang nhà hán xin lập cù thị làm hoàng hậu, hưng làm thế tử.
漢数使使者諷諭王入朝,王惧入見要用漢法比内諸侯,王固稱疾不從,乃遣子次公入質.	Vua sợ vào yết kiến phải theo pháp độ nhà hán ngang với các chư hầu ở trong, cố ý cáo ốm không đi, bèn sai con là thứ công vào làm con tin.
是歳王薨,謚曰明王.	Năm ấy vua mất, thuỵ là minh vương.
子興立.	Con là hưng nối ngôi.
哀王.	Ai vương.
在位一年.	Ở ngôi một năm.
[母后宣治,強臣專國,弱年庸主,何以堪之].	Mẫu hậu ngang nhiên dâm loạn, quyền thần chuyên chính, vua hèn tuổi trẻ, giữ nổi thế nào được.
諱興,明王次子也.	Tên huý là hưng, con thứ của minh vương.
是年,王既即位,尊母樛氏為太后.	Năm ấy, vua đã lên ngôi, tôn mẹ là cù thị là thái hậu.
�,太后未家明王,時嘗與覇陵人安國少季通.	Trước kia, thái hậu chưa lấy minh vương, đã từng thông dâm với an quốc thiếu quý người bá lăng.
[安國姓少季名].	An quốc là họ, thiếu quý là tên.
是歳漢使安國少季來諭王及太后以入朝,比内諸侯,復今辨士諫大夫終軍等宣其辝,勇士魏臣等輔其决,衞尉路博德將兵屯桂陽待使者.	Năm ấy nhà hán sai an quốc thiếu quý sang dụ vua và thái hậu vào chầu, như đối với các chư hầu ở trong, lại sai biện sĩ là bọn gián nghị đại phu chung quân tuyên dụ, dũng sĩ là bọn nguỵ thần giúp việc, vệ uý lộ bác đức đem quân đóng ở quế dương để đợi sứ giả.
時王年少,樛后乃漢人,少季至復與私通焉.	Khi ấy vua còn ít tuổi, cù hậu là người hán, thiếu quý đến, lại tư thông.
國人知之多不附太后.	Người nước biết, phần nhiều không theo thái hậu.
太后,恐乱,欲倚漢威勸王及群臣求内附.	Thái hậu sợ loạn nổi, muốn dựa uy nhà hán, nhiều lần khuyên vua và các quan xin nội phụ nhà hán.
即因漢使者上書,請比内諸侯,三歳一朝艅邊關.	Bèn nhờ sứ nhà hán dâng thư, xin theo như các chư hầu ở trong, cứ ba năm một lần vào chầu, triệt bỏ cửa quan ở biên giới.
漢帝許之,賜王與丞相吕嘉銀印,及内史,中尉,太傅印,餘得自置.	Vua hán bằng lòng, ban cho vua và thừa tướng lữ gia ấn bằng bạc và các ấn nội sử, trung uý, thái phó, còn các chức khác được tự đặt lấy.
除其故�劓刑用漢法比内諸侯,者.	Bỏ hình phạt cũ thích chữ, cắt mũi, dùng pháp luật nhà hán như các chư hầu ở trong.
皆鎮撫之.	Các sứ giả đều ở lại để trấn giữ vỗ về.
己巳,元年[漢元𣇄五年].	Kỷ tỵ, năm thứ nhất, (hán nguyên đỉnh năm thứ năm).
王及太后飭治行装重齊爲入朝具.	Vua và thái hậu đã sửa soạn hành trang lễ vật quý giá để vào chầu.
時宰相吕嘉年長[長一作老],歴相三朝,宗族仕官為長吏者七十餘人,男皆尚公主,女皆嫁王之子弟宗室,及蒼梧秦王有連其居,國中甚得眾心愈於王.	Bấy giờ tể tướng lữ gia tuổi đã nhiều, làm tướng trải ba triều, người trong họ làm trưởng lại đến hơn bảy chục người, con trai đều lấy con gái vua, con gái đều gả cho con em vua và người tôn thất, cùng thông gia với tần vương ở quận thương ngô, trong nước rất được lòng dân hơn cả vua.
上書数諫王,王弗聽,因有叛心,数稱疾不見.	Gia nhiều lần dâng thư can vua, vua không nghe, nhân thế có lòng muốn làm phản, thường cáo ốm không tiếp
使者皆注意嘉,勢位能誅.	Các sứ giả nhà hán đều chú ý đến gia, nhưng thế chưa thể giết được.
王及太后亦恐嘉等先事𭛁,欲令漢使者權謀誅嘉等.	Vua và thái hậu cũng sợ bọn gia khởi sự trước, muốn nhờ sứ giả nhà hán trù mưu giết bọn gia.
乃置酒請使者飲,大臣皆侍坐飲.	Bèn đặt tiệc rượu mời sứ giả đến dự, các đại thần đều ngồi hầu rượu.
嘉弟為將啐居宫外.	Em gia làm tướng, đem quân đóng ở ngoài cung.
酒行,太后謂嘉曰:"南越内属,國之利也,而相君若不便者何也?	Tiệc rượu mới bắt đầu, thái hậu bảo gia rằng: " nam việt nội thuộc là điều lợi cho nước, thế mà tướng quân lại cho là bất tiện là tại sao?
使者狐疑,相杖[杖持也]遂莫敢𭛁.	Sứ giả còn đương hồ nghi, chần chừ chưa dám làm gì.
嘉見耳目非是,即起而出.	Gia thấy tai mắt họ có vẻ khác thường, lập tức đứng dậy đi ra.
太后怒,欲鏦[撞也]嘉以矛,王止之.	Thái hậu giận, muốn lấy giáo đâm gia, vua ngăn lại.
嘉遂出介[分也]其弟兵就舍,稱疾不肯見王及使者,陰與大臣謀作乱.	Gia bèn ra chia lấy quân lính của em dẫn về nhà, cáo ốm không chịu gặp vua và sứ giả, ngầm cùng các đại thần mưu làm loạn.
王素無意誅嘉,嘉知之,以故数月不𭛁.	Vua vốn không có ý giết gia, gia cũng biết thế, vì vậy đến mấy tháng không hành động gì.
太后欲獨誅嘉又力不能.	Thái hậu muốn một mình giết gia nhưng sức không làm nổi.
漢.	Sứ giả nhà hán.
帝聞嘉不聽命,王及太后孤弱不能制,使者怯無决,又以為王及太后已内附,獨吕嘉為乱,不足以興兵,欲使荘參以二千往使.	Vua hán nghe tin gia không nghe mệnh, mà vua và thái hậu thì cô lập, yếu ớt không chế ngự nổi, sứ giả thì nhút nhát không quyết đoán, lại thấy vua và thái hậu đã nội phụ rồi, chỉ một mình lữ gia làm loạn, không đáng dấy quân, muốn sai trang sâm đem hai nghìn người sang sứ.
荘參曰:"以好徃,数人足矣;以武徃,二千人無以為也".	Trang sâm nói: " lấy sự hoà hiếu mà sang, thì vài người cũng đủ, lấy vũ lực mà sang, thì hai nghìn người không làm gì được ".
漢帝乃罷參.	Vua hán bèn bãi chức sâm.
故濟北將韓千秋奮曰:"以一區區之越,又有王太后為内應,獨丞相吕嘉為害,願得勇士三百人,必斬嘉以報".	Tướng tế bắc cũ là hàn thiên thu hăng hái nói: " một nước việt cỏn con, lại có vương và thái hậu làm nội ứng, chỉ một mình thừa tướng lữ gia làm loạn, xin cấp cho ba trăm dũng sĩ, thế nào cũng chém được gia về báo ".
於是漢使千秋與樛太后弟樛樂將二千人往入越境.	Bấy giờ nhà hán sai thiên thu và em cù thái hậu là cù lạc đem hai nghìn người tiến vào đất việt.
吕嘉遂下令國中曰:"王年少,太后本漢人也,又與漢使者乱,專欲内附,盡持先王.	Lữ gia bèn hạ lệnh cho trong nước rằng: " vua còn nhỏ tuổi, thái hậu vốn là người hán, lại cùng với sứ giả nhà hán dâm loạn, chuyên ý muốn nội phụ với nhà hán, đem hết
寳噐入献于漢以自媚,多從仁[乃相從之人也]行至長安虜賣以為僮僕,自取一時之利,無顧趙氏社稷為萬世計慮之意".	Đồ châu báu của tiên vương dâng cho nhà hán để nịnh bợ, đem theo nhiều người đến trường an rồi bắt bán cho người ta làm đầy tớ, chỉ nghĩ mối lợi một thời, không đoái gì đến xã tắc họ triệu và lo kế muôn đời ".
乃與其弗將卒攻王,遂弑王與太后,盡殺漢使者,遣人吿蒼梧秦王及諸郡邑,立明王長子術陽侯建德為王.	Bèn cùng với em đem quân đánh, giết vua và thái hậu, cùng tất cả bọn sứ giả nhà hán, rồi sai người đi báo cho tần vương ở thương ngô và các quận ấp, lập con trưởng của minh vương là thuật dương hầu kiến đức làm vua.
王已遇害,謚曰哀王.	Vua bị giết, tên thuỵ là ai vương.
使臣吳士連曰:哀王之禍,雖出於吕嘉而實兆于樛后.	Sử thần ngô sĩ liên nói: tai hoạ của ai vương, tuy bởi ở lữ gia mà sự thực thì gây mầm từ cù hậu.
夫女之色,能覆人家國也多端,其兆不可逆覩.	Kể ra sắc đẹp đàn bà có thể làm nghiêng đổ nước nhà người ta thì có nhiều manh mối, mà cái triệu của nó thì không thể biết trước được.
故先王必制大婚之禮,必謹夫婦之端,必别嫌明微,蓽正位内外,必閉出入之防,必僃.	Cho nên các tiên vương tất phải đặt ra lễ đại hôn, tất phải cẩn thận quan hệ vợ chồng, tất phải phân biệt hiềm nghi, hiểu những điều nhỏ nhặt, tất phải chính vị trong ngoài, tất phải ngăn ngừa việc ra vào, tất phải dạy đạo
