秦始皇帝者，秦庄襄王子也。	Tần Thủy Hoàng đế là con của Tần Trang Tương vương vậy.
义 威诛之，殄熄暴悖， 乱贼灭亡。 圣德广密，六合之中，被泽无疆。 皇帝并 宇，兼听万事，远近毕清。 运理群物，考验事实，各载其名。	Lên núi Cối Kê, tế Đại Vũ, trông ra Nam Hải mà dựng đá khắc bia, ca tụng đức nhà Tần, Văn bia viết: “Hoàng đế vĩ đại, thống nhất bờ cõi, ơn đức vô lường. Năm thứ ba mươi lẻ bảy, tuần du thiên hạ, trông khắp đòi phương. Bèn lên Cối Kê, xem xét tập tục, dân chúng nghiêm trang. Quần thần ngợi công, cội nguồn sự tích, thuật lại tỏ tường. Thánh Tần trị quốc, mới đặt hình luật, nêu rõ điển chương. Sửa sang phép thức, phân chia chức vụ, định lấy lệ thường. Sáu vương tráo trở, tham tàn ngạo mạn, dấy quân ngông cuồng. Hoành hành bạo ngược, cậy sức kiêu căng, hay động binh nhung. Ngầm trao sứ giả, ý đồ hợp tung, làm việc bất lương. Trong giữ mưu gian, ngoài sang xâm nhiễu, dẫn tới tai ương. Nghĩa quân đánh giết, chấm dứt bạo ngược, loạn tặc diệt vong. Đức thánh cao dày, rộng ban sáu cõi, ơn huệ vô cương. Hoàng để thống nhất, gồm nghe muôn việc, gần xa rõ ràng. Trị vì vạn vật, khảo xét sự thực, đặt tên kỹ càng. Sang hèn thông tỏ, lành dữ công khai, hết sạch oan tình. Tuyên giảng đạo nghĩa, có con – tái giá, phản bội chồng chết, là tội bất trinh. Ngăn cách trong ngoài, cấm điều dâm dật, trai gái trung thành. Chồng như lợn phối, giết chết vô tội, phải giữ nghĩa tình. Vợ bỏ lấy người, con không có mẹ, theo nết liêm thanh. Gội rửa thói tục, tuyên dương nề nếp, thiên hạ rạp minh. Thảy tuân pháp độ, hòa thuận cần cù, theo lệnh triều đình. Dân đen thuần khiết, vui giữ phép tắc, mãi hưởng thái bình. Sau theo hình pháp, cai trị muôn đời, chẳng sợ để nghiêng. Bề tôi ca tụng, xin tạc bia đá, truyền tụng anh minh.”
棺载 辒凉车中，故幸宦者参乘，所至上食。	Quan tài chở trong xe ôn lương, có viên quan hoạn được sủng hạnh trước kia ngồi hầu, đến đâu dâng thức ăn ở đó.
葬既已下，或言工匠为机，臧皆知之， 臧重即泄。	Chôn cất đã xong, có kẻ nói rằng đám thợ làm máy biết chỗ cất giấu, ắt làm lộ việc lớn.
二世怒，召左右，左右皆惶扰不斗。	Nhị Thế nổi giận, gọi tả hữu. Tả hữu đều hoảng sợ không dám chống cự.
弗许。	Không cho.
吾读秦纪，至於子婴车裂赵高，未尝不健其决，怜其志。	Tôi đọc Tần kỷ, đến đoạn Tử Anh cho dòng xe xé xác Triệu Cao thì khen sự kiên quyết của ông, thương cái ý chí của ông.
自极庙道通郦山，作甘泉前殿。	Từ Cực miếu làm đường thông tới Ly Sơn, dựng tiền điện Cam Tuyền.
乃营作朝宫渭南上林苑中。	Đoạn bèn xây dựng cung điện trong vườn Thượng Lâm phía nam sông Vị.
树草木以象山。	Trồng cây cỏ cho giống núi đồi.
於是遣徐市发 童男女数千人，入海求仙人。	Thế rồi, sai Từ Phất đem đồng nam, đồng nữ mấy nghìn người ra biển tìm tiên.
庶长弗 忌、威累、参父三人，率贼贼出子鄙衍，葬衙。	Con trưởng ngành thứ là Phất Kỵ, Uy Lũy, Tham Phụ ba người, đem giặc tới giết Xuất Tử ở Bỉ Diễn.
始皇还，过彭城， 斋戒 祷祠，欲出周鼎泗水。 使千人没水求之，弗得。	Thủy Hoàng trở về, đi qua Bành Thành, trai giới cầu đảo, muốn vớt đỉnh của nhà Chu ở sông Tứ, sai nghìn người lặn xuống sông tìm, không được.
浮江，至湘山祠。	Xuôi trên Trường Giang tới đền Tương Sơn.
於是始皇大怒，使刑徒三千人皆伐湘山树，赭其山。	Thế rồi Thủy Hoàng nổi giận, sai ba nghìn tên tù tội đốn cây ở Tương Sơn, làm trọn núi ấy.
始皇 梦与海神战，如人状。	Thủy Hoàng nằm mơ giao chiến với thần biển, như hình dạng người.
令群臣议尊始皇 庙。	Lệnh cho quần thần bàn việc suy tôn miếu Thủy Hoàng.
公子将闾昆弟三人囚於内宫，议其罪独後。	Ba anh em công tử Tương Lư bị cầm tù ở nội cung, luận tội sau cùng.
宗室振恐。	Tôn thất sợ hãi.
用法益刻深。	Luật pháp ngày một nghiêm khắc.
项梁举兵会稽郡。	Hạng Lương dây binh ở quận Cối Kê.
二世益遣长史 司马欣、董翳佐章邯击盗，杀陈胜城父， 破项梁定陶，灭魏咎临济。	Nhị Thế lại phải thêm Trưởng sử Tư Mã Hân, Đổng Ế giúp Chương Hàm đánh giặc, giết Trần Thắng ở Thành Phụ, phá Hạng Lương ở Định Đào, diệt Ngụy Cữu ở Lâm Tế.
其 後公卿希得朝见，盗贼益多，而关中卒发东击盗者毋已。	Giặc cướp ngày một nhiều mà lính Quan Trung đi đánh giặc phía đông không ngừng.
子婴遂刺杀高於斋宫，三族高家以徇咸阳。	Tử Anh bèn đâm chết Cao ở trai cung, tru di ba họ nhà Cao ở Hàm Dương để thị chúng.
盖得圣人之威，河神授图， 据狼、狐，蹈参、伐，佐 政驱除， 距之称始皇。	Chừng được oai thiêng của bậc thánh, nhận bức vẽ của Hà thần, cậy sao Lang – Hồ, nhờ chòm Sâm – Phạt), giúp Lã Chính trừ địch, đến khi xưng Thủy Hoàng.
俗传秦始皇起罪恶，胡亥 极，得其理矣。	Tục truyền Tần Thủy Hoàng gieo tội ác, đến Hồ Hợi là cùng cực, xét còn có lý.
皇帝哀众，遂发讨师，奋扬武德。 义诛 信行，威燀旁达，莫不宾服。 烹灭彊 暴，振救黔首，周定四极。 普施明法，经纬天下，永为仪则。	Văn bia viết: “Năm thứ hai mươi chín, nhằm tiết Trọng xuân, gặp khí dương hòa, hoàng đế đông du, lên núi Chi Phí, trông ra bể lớn. Tụng thần tán thán, tưởng nhớ đại công, ngợi ca nguồn cội. Bậc thánh cai trị, đặt ra pháp độ, định rõ cường kỷ. Dạy dỗ chư hầu, rộng ban ơn huệ, làm sáng nghĩa lý. Sáu nước gian tà, tham lam vô độ, không ngừng bạo ngược. Hoàng đế thương dân, dấy binh thảo phạt, tỏ rõ uy đức. Làm điều tín nghĩa, uy khiếp bốn phương, nơi nơi thần phục. Tiêu diệt cường bạo, cứu vớt dân đen, định yên bốn cực. Ban hành pháp chế, trị lý thiên hạ, mãi làm chuẩn tắc. Lớn lao thay! Khắp trong trời đất, tuân theo thánh ý. Quần thần tụng công, xin tạc bia đá, lưu truyền làm phép thức.”
二世乃斋於望夷宫， 欲祠泾，沈四白马。	Nhị Thế bèn trai giới ở cung Vọng Di, muốn tế sông Kinh, dìm bốn con ngựa trắng.
赵高故尝教胡亥书及狱律令法事，胡亥私幸之。	Triệu Cao vốn từng dạy Hồ Họi viết chữ và các điều luật lệnh, Hồ Hợi riêng sủng ái ông ta.
二世梦白虎齧其左骖马，杀之，心不乐，怪 问占梦。	Nhị Thế mơ thấy con hổ trắng cắn chết con ngựa đóng bên trái xe, liền giết nó, song lòng không vui, lấy làm lạ hỏi người chiêm mộng.
子婴即系颈以组，白马素车， 奉天子玺符，降轵道旁。	Tử Anh liền buộc dây vào cổ, ngồi xe mộc ngựa trắng, bưng ấn phù của thiên tử, đầu hàng ở bên Chỉ Đạo.
不威不伐恶， 不笃不虚亡， 距之不得留，残虐以促期，虽居形便之国，犹不 得存。 子婴度次得嗣，冠玉冠，佩华绂， 车黄屋，从百司， 谒七庙。 小人乘非位，莫不怳忽失守，偷安日日，独能长念卻虑，父 子作权，近取於户牖之间，竟诛猾臣，为君讨贼。 高死 之後，宾婚未得尽相劳，餐未及下咽，酒未及濡脣，楚兵已屠关中， 真人翔霸上，素车婴组，奉其符玺，以归帝者。	Bảo rằng: “Phàm người tôn quý có được thiên hạ phải được mặc sức thỏa lòng ham muốn, đám đại thần lại muốn bãi bỏ việc tiên đế đã làm đoạn giết Lý Tư, Khứ Tật, trọng dụng Triệu Cao. Lời ấy thật là đau đớn! Kẻ mặt người mà thốt kêu như súc vật. (Lẽ đời) không ra oai thì không bị thảo phạt, không độc ác thì không bị diệt vong. (Bấy giờ) chống cự cũng khó cầm, tàn bạo càng chóng chết, tuy là nước ở vị thế thuận lợi cũng không thể nào tồn tại được. Tử Anh đến lượt nối dõi, đội mũ ngọc, thắt thao đẹp, đi xe vàng, dẫn trăm quan, chầu bảy miếu. Đám tiểu nhân ở sai ngôi vị, đều hoảng hốt thất thố, trộm yên tháng ngày. Riêng Tử Anh biết lo sâu nghĩ xa, cha con mưu việc, hành sự ngay trong cung thất, rốt cuộc giết gian thần, diệt giặc cho tiên đế. Sau khi Triệu Cao chết, khách khứa, thân thích chưa được tiếp đãi hết, cơm chưa kịp xuống bụng, rượu chưa kịp dấp môi, quân Sở đã diệt Quan Trung, thiên tử phải vượt lên Bá Thượng, đi xe mộc, đeo dây thừng, bưng ấn tín trao cho vua mới, như thể Trịnh Bá cầm cờ mao, đao bán nguyệt, khiến Trang vương lui quân ba xá vậy. Hoàng Hà đã vỡ không thể lấp lại, cá mú đã ươm không thể tươi lại. Giả Nghị, Tư Mã Thiên nói: “Giả sử Tử Anh có tài của vị chúa tầm thường, được người phò tá bậc trung thì Sơn Đông tuy loạn, đất của Tần vẫn có thể toàn vẹn mà giữ được, việc thờ cúng ở tông miếu cũng chưa đến mức phải đoạn tuyệt như thế.”
将闾曰：“阙廷之 礼，吾未尝敢不从宾赞也；廊庙之位，吾未尝敢失节也；受命应对， 吾未尝敢失辞也。何谓不臣？原闻罪而死。”	Tương Lư nói: “Nghi lễ triều đình, ta chưa từng dám không theo; ngôi thứ miếu đường, ta chưa từng dám thất thố. Nhận mệnh ứng đối, ta chưa từng dám lỡ lời. Ta mong nghe đúng tội rồi chết.”
